Key	Value
请选择合适的摆放地点	Chọn đúng điểm cần thả
掌门名称	Tên người chủ
特别利于	Rất hữu dụng
{0}{1}的转世	Tái sinh của{0}{1}
====触发太易天道触发检测	Động lực của Đài Bắc
敌人	Kẻ thù
移动速度：{0:F2}\n	Tốc độ đi bộ:
单击选择目标，长按框选范围!	Một chạm vào mục tiêu!
古修	Huấn luyện viên cổ đại
铭记	Trí nhớ
{0}\n[color=#FF0000]需要在[b]{1}[/b]使用[/color]	Được rồi
请输入阵法名字	Kể tên trại
未探索	Vẫn chưa
进入建筑	Vào trong
[color=#9e6404]相关工作：[/color]\n灭火	[color=#9e6404] làm việc liên quan: [/color] tắt đèn
将角色移动到指定位置。	Chuyển ký tự vào vị trí đã chọn
年龄不足	Quá trẻ
影响角色驾驭法宝的能力。	nó ảnh hưởng đến khả năng sử dụng vũ khí ma thuật của nhân vật
暂时还无法领取该周奖励	Vẫn chưa
关闭主界面显示后，在主界面无法看到太一宝典进度，请确认是否关闭？\n(在游戏设置中可以再次打开显示)	sau khi trình đơn chính hiển thị tiến trình kinh thánh taiye sẽ không được hiển thị trên trình đơn chính. anh chắc là tắt chứ
积累2000点参悟点。（选择角色，通过屏幕下方的人物面板，切换至练功模式，角色会专心练功，加速参悟点的积累。）	Có một ý tưởng 2000 năm tuổi. Nhấn nút [được đào tạo] để thực hành. Trong khi các nhân vật thực hành để có nhiều ý tưởng hơn bình thường
厌恶之物	Thứ gì đó ghét
接受铸体	Đã được rèn
认知	Nhận thức
最后的准备	Chuẩn bị cuối cùng
yyyy年MM月dd日HH:mm:ss	yyyy-MM-dd HH:mm:ss
未知情况：{0}	Không rõ:
尸体({0:N0}秒)	CHẾT ({}:N0}RE)
建造材料加工点，并在材料加工点完成50份木料的制作	Xây dựng một trạm cải cách và xây dựng 50 trạm
练功筑基许久，正累的气喘吁吁	Được huấn luyện một thời gian dài, thở mệt mỏi
结束今天的筑基功课，刚准备擦擦汗	Sự huấn luyện căn bản ngày nay đã được thực hiện. Cơ thể anh đang đổ mồ hôi
读取存档	Tải
存档过大	Hồ sơ an toàn quá lớn
理智列表	Danh sách lý do
应天争夺失败	Thất bại trong trận chiến thiên đàng
取消放置建造蓝图中指定的物品。	Hủy chọn
[放纵]放纵自己之欲望，使自己神性获得速度降低。同时获得临时的人性加值(最多为真实神性的一半)。\n放纵状态下心境不会增加且加速减少。	hãy từ bỏ ước muốn và làm chậm lại sự dư dật của thánh linh. đồng thời, tâm trí con người được gia tăng tạm thời. tâm trạng của bạn sẽ nhanh chóng giảm đi thay vì tăng
筑基时走岔了气，正准备休息一下	Mất kiểm soát gió trong quá trình huấn luyện căn bản
刚拆完成一个建筑，正觉得有点可惜	Vừa giải nén xong, cảm nhận tinh thần
元神期	Linh hồn của bình minh
数十天前	Vài tuần trước
CloudSave->解压完成	Đóng cửa
[align=center](姿态)[	[aign=center]
再以境界突破为例：\n[color=#ff0000]木属性[/color]的功法在[color=#ff0000]金属性[/color]的环境中突破时，因[color=#ff0000]金克木[/color]的原因而倍加艰难。\n如果在[color=#ff0000]水属性[/color]的环境中突破，则会因[color=#ff0000]水生木[/color]之故，而提高突破成功率。	và khi phá vỡ ranh giới: học cách để phát triển một yếu tố [color = 0000] trong một môi trường nguyên tố [color = 1000], vàng [-color] là rất khó vì [color=# f 1000] sắt cắt gỗ [/color]. cơ hội để phá vỡ ranh giới là có nhiều hơn bởi vì nước nuôi sống cây.
[color=#bf642f]已归属：{0}[/color]	[color=#b642f] thuộc về:
坐标点	Tọa độ điểm
用力拉杆	Quay lại
在拆迁建筑时，正忍不住神游天外	Triển khai tòa nhà, không thể không mơ mộng
选择生长程度	Chọn sự tăng trưởng
\n灵气：{0:N0}({1:N0})	Được rồi
布	Một tấm vải
游戏数据校验错误,请联系客服进行处理	Gặp lỗi khi kiểm tra dữ liệu trò chơi. Vui lòng liên lạc với dịch vụ của khách hàng để được giúp đỡ
在照顾别人之时，正感觉有点无聊	Chăm sóc bệnh nhân, hơi chán
她	Cô ta
建造数量:{0}/{1}	Xây dựng:{0}/{1}
脸部伤痕	Vết sẹo trên mặt
接受治疗	Chấp nhận phương thuốc đi
载入场景数据	Đang nạp thông tin sơ đồ
任 意	Khác
收益加成	Tiền thưởng đặc biệt
留下这个角色	Hãy giữ nhân vật này
影响建筑速度，建筑受伤时的概率等。	nó ảnh hưởng đến tốc độ và cơ hội bị thương trong quá trình xây dựng
拾取	Giữ
\n使用模组:	dùng:
在建筑工作之时，正在胡思乱想	Xây dựng; bị phân tâm bởi những suy nghĩ bị phân tâm
籍籍无名	Không biết
被焦虑之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时焦躁惶恐而急进难安，因此御器技能突破极限4级，术法技能，护体技能降低3级。	Có lo lắng, năng suất tăng trưởng, tốc độ học tập và trạng thái tinh thần được giảm đi rất nhiều. Trong trường hợp này, nhân vật này sẽ quá quan tâm và nóng lòng muốn hành động. Thêm hai kỹ năng vũ khí ma thuật nữa. Nhưng chỉ còn năm cấp độ võ thuật và áo giáp
剩余时间：	Thời gian còn lại:
[color=#006600](最新)[/color] 	[color=#6600] cuối cùng [/color]
正在加载支付信息...	Đang nạp thông tin thanh toán...
选择研习弟子	Chọn giáo dục sinh viên
阳寿已尽	Chết
灵气：{0}\n	pr:
请选择一个可以赋灵的物品	Chọn đồ vật để đánh thức linh hồn chúng
炼化增补 	Vật liệu ép buộc
{0:N0}秒	ĐƯỢC RỒI
玩耍	Đang phát
他	Hắn
气感	Cảm nhận tinh thần đi
当前品阶：{1} 幽淬成功率：{0} {2}	Cấp hiện tại: Cơ hội của Ác Quỷ:
登陆失败，请退出游戏并确认否正确登录了Google Play Games相关服务!	Ký thất bại. Hãy bỏ trò chơi và chắc chắn rằng bạn có thể truy cập vào trò chơi Google một cách chính xác!
植物	Cây
建立物品的使用者目前已被社群封锁	Người tạo ra hình tượng này đã bị cấm trong nhóm
在照顾别人时，正快乐的哼着小调	Chăm sóc bệnh nhân trong khi âm nhạc đang vui vẻ
正处于{0}！\n剩余时间：{1}天	không
当前阵图节点数过少，无法保存	Quá ít nút không thể lưu
等物品	Những thứ
雅艺	Làm tốt lắm
神修在心境为“静”时，心境会匀速自然提高，不收任何外部条件影响。	Khi nó ở trong trạng thái hòa bình, nó sẽ phát triển tự nhiên mà không bị ảnh hưởng bởi các yếu tố bên ngoài
肥加	Mập hơn
移动	Chuyển
离开	Đi đi
赎金在这里	Đây là tiền chuộc
这个动物由修行者夺舍而来，觉醒灵智以后会迎来最严格的化形天劫，是否确定觉醒灵智	Con vật này bị người huấn luyện chiếm hữu. Khi nó có thể đánh thức sự khôn ngoan. Nó phải đối mặt với sự trừng phạt của kẻ biến hình?
等待建造完成。	Chờ đến khi công trình hoàn tất
正派	Mệnh lệnh
选择阵法人选	Chọn nhân vật cho trại đi
境界进阶	Trạng thái cao
等待	Khoan
[玄门秘籍]	[ Nguồn gốc]
请检查网络是否正常连接Steam社区	Kiểm tra xem có liên quan gì đến Steam không
随机高级矿石	khoáng chất cấp cao
该物品不能用于绘制符咒	Đối tượng này không thể được sử dụng để vẽ nó
{0} {1:F0}岁 {2}	{0}{1:F0} y/o{2}
真炁	Đúng
生成星辰日月	Thiên đường
获取玩家信息	Bộ phát
通灵时间：{0:f2}天\n	đối tượng sẽ thành công với thông tin đã biết:
材料	nguyên liệu thô
[作者]\r\n	dịch bởi vũ hạnh, mai linh, nga, huy tô, yuki, ann, phương
弟子	Sinh viên
[color=#FF0000]该建筑升级需要达到{0}信仰人口[/color]	[color=#F000] Để tăng cấu trúc này, dân số tín đồ phải [0] [/color]
角色	Một nhân vật
狩猎这个动物并进行屠宰	Hãy săn cái này và xẻ nó ra
文件存在	Có hồ sơ
全部	Tất cả
敲钟	Đánh tôi đi
师父:	Giáo viên:
加载查看移除信息有问题！报错：{0}	Đang nạp dữ liệu đã xoá! Mã lỗi:{0}
她的	Của cô ta
增加	Tăng
精怪化形	Một kẻ biến hình
有些问题似乎怎么都没办法想明白。	Vẫn không có câu trả lời
心境中正	Bình tĩnh
提高道行: {0}\n	hạt giống bảng: +{0}
午时,日中之时,正午之时,响午时分	Vào khoảng 11 giờ tối, chuông báo bữa trưa đã reo
{0}的攻击	Tấn công từ..
{0:F0}秒	ĐƯỢC RỒI
耐药性：{0:P2}\n	Chống-tùy chọn:{0}P2}
defName=>{0} npc.name=>{1} 随机删除的耐性数据为=>{2} {3}	def={0} npc. name={1} Ngẫu nhiên gỡ bỏ thông tin kháng cự ={2}
通过在地图环境中选择特定环境解锁。	Chọn môi trường trên bản đồ để mở khóa
文中含有敏感词汇，请斟酌后重书。	Thông điệp này chứa đựng một từ không thích hợp. Xin hãy viết lại
较多的	Khá nhiều:
下载存档:{0}结果为:{1}	Đang tải về tập tin an toàn:{0} kết xuất:{1}
驱动建筑	Kích hoạt xây dựng
{0}习得战斗姿态：[{1}]\n{2}	học vị trí cơ thể:
上古阵法图鉴需要玩家结成完整的上古阵法来点亮。	Để mở khóa nội dung của các hợp chất quân đội cổ đại, trước tiên bạn phải xây dựng những trại máy đó
仅内门	Chỉ có nội gián
在砍柴间余，正小憩片刻	Gỗ chặt; gãy
请取消该MOD在WEGAME上的审核状态，审核中的MOD无法进行修改编辑	Hủy bỏ tình trạng xác nhận của module này trên chúng tôi Game không thể chỉnh sửa Mod hiện đang ở giữa xác nhận
取出数量：{0}	Số lần rút tiền:
此阵法之名已流传千古，切不可随意更名！	Tên của trại này đã nổi tiếng từ hàng ngàn năm nay. Đừng đổi tên bằng vũ lực!
{3}消耗信仰：{0}/{5:F0}{4}\n神民：+{1}   神性：+{2:F2}%   {6}信仰程度：+{7:P2}	Cái giá của đức tin
风水加成	Foggi
隐匿气息，降低被发现的概率。\n离开隐匿需要五秒。	trốn đi để giảm khả năng bị phát hiện, mất 5 giây để đảo ngược nó
ui状态异常，请关闭ui再次打开	KHÔNG NẠP ĐƯỢC UI. XIN HÃY ĐÓNG CỬA VÀ MỞ LẠI
技能等级上限	Max
裁缝	Giặt quần áo
{0}\n堂主：{1}\n\n专精：{2}\n{3}	lãnh đạo chi nhánh:{1}
选择称号	Hãy chọn một biệt danh
标记区域	Vùng được xác định sẵn
大吉	Tuyệt
法宝	Vũ khí ma thuật
极小的	Nhỏ
\n[color=#B65704]地形需求[/color]	Chính sách quốc gia [/]
精力	Quyền lực
非常满意	Ấn tượng đấy
无心锻造，正想找个机会划划水	Đừng làm việc với thép
请选择正确的文件夹	Thư mục bên phải
聚气	Thu gom gió lại
请输入存档名	Chọn tên bạn muốn lưu
火	Bắn
中等	Vừa
道	Ép buộc
生成随机角色。	Tạo ra ngẫu nhiên
处事等级:{0}({1})	Cấp xã hội:{0}{1}
神民:{0}\n{1}	khu dân cư tewa:
正在进行中，不能修改原材料。	Xử lý không thể thay đổi vật liệu
持续	Always
非常抱歉！存档读取失败。\n愤怒的您可能会责怪开发团队，您的确有理由这样做，这本不应该发生。\n我们非常抱歉！请尝试检查你的模组配置或者读取旧的存档。\n如果需要支持或者报告问题，请发送邮件至:\nQA@GSQStudio.com。	Việc tải đã thất bại, bạn có thể muốn được tức giận và đổ lỗi cho các nhà phát triển bây giờ và chúng tôi hiểu rằng điều này không nên xảy ra. Xin lỗi! Vui lòng kiểm tra lại chế độ hoặc nạp hồ sơ cũ nếu bạn cần giúp đỡ hoặc cần báo cáo vấn đề của chúng tôi. Liên lạc với chúng tôi tại nQA
{0}{1:F0}  {2}等级\n	Cấp độ{0}
(成长中)	(Tiếng lớn)
五行：相克\n	tất cả năm yếu tố: sự thù địch
{0}从{1}口中得到一个线索：\n{2}	đã nhận được bằng chứng.
[color=#880000](模组版本不符:v{0})[/color]	[color=#80000] phiên bản không hợp lệ: v{ 0}[/color]
在种植时，正快乐的哼着小调	Bạn làm gì trong khi âm nhạc đang vui vẻ
地图种子	Map Seed
全部秘籍	Toàn bộ kinh thánh
城市稳定度：{0}\n主流代理势力：{1}	sự ổn định của thành phố:
上传	Đã tải lên
该建筑正忙	Công trình này đang được sử dụng
模组文件已经上传成功！	Mod file uploaded!
没有多余的个数	Không còn gì
闻名遐迩	Nhẹ thôi
加满一个神修的神民	Thêm số lượng cư dân cao nhất trong vùng đất của huấn luyện viên đường Chúa
{7}<font color=#D06508>[物体]</font>\n灵气：{1:N0}（{5}{6:N2}/秒）\n聚灵：{4} {9}\n美观：{0}\n品阶：{3}\n品质：{2}{10}{8}{11}	{7} >></i> Tập hợp:{4} khung xem:{{######] Chất lượng:{2}{10}{8}{11}
地点	Địa điểm
位于炉灶之侧	Đứng cạnh lò sưởi
矿物	Stones
已死亡!	Chúa ơi!
收获:{0}	Tập hợp:
轮回者：{0} \n缺少描述，无法保存	sự tái sinh: không có lời giải thích và không thể ghi lại
正专心移除工作	Tập trung vào việc tống khứ thứ gì đó đi
开始读取	Bắt đầu nạp đạn
\n拥有者: {0}	sở hữu:
即将完成	Gần xong rồi
只能在游戏内取出哦！	Chỉ có thể loại bỏ trong trò chơi!
被自弃之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时自暴自弃而奋不顾死，因此御器技能突破极限2级，术法技能突破极限2级，护体技能降低5级。	Khả năng sinh sản, tốc độ học tập và trạng thái tinh thần được giảm đi rất nhiều. Trong tình trạng này, nhân vật sẽ tuyệt vọng. Nên hắn sẽ mạo hiểm mọi thứ hắn có, hai mức độ vũ khí phép thuật và kỹ năng của hắn. Nhưng chỉ còn năm lớp áo giáp
突破时正在生效成功率造成影响的附加效果，例如丹药、奇遇等等。	Kết quả của nhiều kết quả sẽ gia tăng khả năng phá vỡ ranh giới như Ot, may mắn trong cuộc phiêu lưu và vân vân
